name,rate,location,cuisines,cost_for_two
"1TO3 Kitchen,Marathahalli",3.1,Marathahalli,"North Indian, Chinese, Continental, Italian, South Indian, Delivery",800
"La Mirch,Marathahalli",3.2,Marathahalli,"North Indian, Kashmiri, Delivery",400
"Eat Well,Marathahalli",3.0,Marathahalli,"North Indian, Chinese, Delivery",400
"North2South Foodie,Marathahalli",3.7,Marathahalli,"South Indian, North Indian, Delivery, Dine-out",400
"Punjab Da Zaika,Marathahalli",3.8,Marathahalli,"North Indian, Delivery, Dine-out",450
"The Eatery Cafe & Restaurant,Marathahalli",3.8,Marathahalli,"Fast Food, Delivery, Dine-out",800
"Indulge Cupcakes,Marathahalli",3.8,Marathahalli,"Bakery, Desserts, Delivery, Desserts",500
"Mojo Pizza - 2X Toppings,Marathahalli",4.2,Marathahalli,"Pizza, Delivery",600
"Malabar Tasty Restaurant,Marathahalli",3.0,Marathahalli,"Kerala, North Indian, Chinese, South Indian, Delivery, Dine-out",450
"Oye Amritsar,Marathahalli",3.7,Marathahalli,"North Indian, Delivery, Dine-out",600
"Orchard Fresh,Marathahalli",3.4,Marathahalli,"Ice Cream, Desserts, Delivery, Desserts",400
"Master Chinese Street,Marathahalli",3.7,Marathahalli,"Chinese, Street Food, Delivery, Dine-out",250
"Hungry Birds,Marathahalli",3.0,Marathahalli,"North Indian, Biryani, Chinese, Delivery",500
"Vishal Sweets, Snacks & Breakfast,Marathahalli",3.6,Marathahalli,"Mithai, Street Food, Delivery",250
"Andhra Vantillu,Marathahalli",3.3,Marathahalli,"South Indian, North Indian, Delivery, Dine-out",350
"Mayuri Multicuisine Restaurant,Marathahalli",3.6,Marathahalli,"North Indian, Delivery, Dine-out",500
"New Madhuram,Marathahalli",3.4,Marathahalli,"Andhra, Biryani, Delivery, Dine-out",250
"McDonald's,Marathahalli",3.3,Marathahalli,"Fast Food, Burger, Beverages, Cafe, Desserts, Delivery",500
"Arabian Delight,Marathahalli",3.7,Marathahalli,"Arabian, North Indian, Chinese, Delivery",800
"Indian Chaps House,Marathahalli",3.7,Marathahalli,"North Indian, Delivery, Dine-out",400
"Amchoor,Marathahalli",3.8,Marathahalli,"North Indian, Beverages, Delivery, Dine-out",250
"Mandya Umesh Nati Style Hotel,Marathahalli",3.4,Marathahalli,"South Indian, Delivery, Dine-out",350
"Sree Saravana Bhavan,Marathahalli",3.2,Marathahalli,"South Indian, Delivery, Dine-out",400
"Flavours24,Marathahalli",3.3,Marathahalli,"Desserts, Ice Cream, Delivery, Desserts",250
"MK Dabbawala,Marathahalli",3.2,Marathahalli,"North Indian, Delivery",400
"Aaha Andhra,Marathahalli",3.4,Marathahalli,"Andhra, Biryani, North Indian, Delivery, Dine-out",900
"The Rice Company,Marathahalli",3.7,Marathahalli,"North Indian, Delivery",500
"Chatpata Chaat Station,Marathahalli",3.5,Marathahalli,"North Indian, Street Food, Chinese, Delivery, Dine-out",500
"Apple Cafe,Marathahalli",3.3,Marathahalli,"Beverages, Fast Food, Delivery",300
"Just Bake,Marathahalli",3.7,Marathahalli,"Bakery, Delivery, Desserts",400
"Jagannath Hotel,Marathahalli",3.7,Marathahalli,"North Indian, Bengali, Delivery, Dine-out",400
"repEAT Hub,Marathahalli",3.7,Marathahalli,"North Indian, South Indian, Juices, Delivery, Dine-out",200
"Uma's Home Food,Marathahalli",3.6,Marathahalli,"Healthy Food, Delivery",300
"Kichukkhon,Marathahalli",2.9,Marathahalli,"Bengali, Oriya, Delivery, Dine-out",250
"Home Food Punjabi Dhabha,Marathahalli",3.1,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",350
"Laziz,Marathahalli",3.9,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",300
"New Aroma,Marathahalli",3.3,Marathahalli,"Chinese, Delivery, Dine-out",250
"Lord of Combos,Marathahalli",3.3,Marathahalli,"North Indian, Delivery",500
"FixMyNutrition,Marathahalli",3.7,Marathahalli,"Healthy Food, Asian, Continental, Delivery",500
"Tintin Da Dhaba,Marathahalli",3.4,Marathahalli,"North Indian, Delivery, Dine-out",500
"Famous Bawarchi,Marathahalli",3.7,Marathahalli,"Biryani, Kebab, Delivery, Dine-out",400
"Balaji Abhiruchi Multicuisine Restaurant,Marathahalli",3.4,Marathahalli,"South Indian, North Indian, Chinese, Delivery, Dine-out",550
"Patiala Zone,Marathahalli",3.1,Marathahalli,"North Indian, Mughlai, Delivery, Dine-out",400
"Amritsari Haveli,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",400
"Curry Box,Marathahalli",3.7,Marathahalli,"North Indian, Delivery, Dine-out",300
"ChinaMinaMo,Marathahalli",3.7,Marathahalli,"Chinese, Continental, Delivery, Dine-out",350
"Rajwadi,Brookefield",3.6,Brookefield,"North Indian, Street Food, Delivery, Dine-out",500
"Hara Bhara Box,Marathahalli",3.7,Marathahalli,"North Indian, Delivery, Dine-out",300
"Baba Bhature,Marathahalli",3.7,Marathahalli,"North Indian, Delivery",200
"Mayuri Spices,Marathahalli",3.7,Marathahalli,"Andhra, Chinese, North Indian, Delivery, Dine-out",800
"Punjabi Paratha And Lassi,Marathahalli",3.7,Marathahalli,"North Indian, Delivery, Dine-out",300
"Kinara Tiffany,Marathahalli",3.7,Marathahalli,"South Indian, Delivery, Dine-out",200
"Copper Kitchen,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",500
"Kerala Cafe,Marathahalli",3.7,Marathahalli,"Kerala, Delivery, Dine-out",300
"Patel Eat,Marathahalli",3.7,Marathahalli,"North Indian, South Indian, Delivery",200
"Spice Affair,Marathahalli",3.6,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",600
"Sapfresh,Marathahalli",3.7,Marathahalli,"Beverages, Delivery",150
"Rawalpindi Express,Marathahalli",3.4,Marathahalli,"North Indian, Delivery, Dine-out",300
"Vandana Foods,Marathahalli",3.7,Marathahalli,"Andhra, Delivery",250
"Bangalore Cakes,Marathahalli",3.7,Marathahalli,"Bakery, Delivery, Desserts",250
"Hotel Annapoorneswari,Marathahalli",3.7,Marathahalli,"South Indian, Delivery, Dine-out",250
"Friends Food Corner,Marathahalli",3.7,Marathahalli,"South Indian, Andhra, Biryani, Delivery, Dine-out",300
"The Biryani Treat,Marathahalli",3.7,Marathahalli,"Biryani, North Indian, Desserts, Delivery",400
"Mandya Naati Style Hotel,Marathahalli",3.3,Marathahalli,"South Indian, Delivery, Dine-out",300
"Ghar Ki Biryani,Marathahalli",3.7,Marathahalli,"Biryani, Delivery",200
"Pakwan Family Restaurant,Marathahalli",3.4,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",400
"Pratikshya Upahaar,Marathahalli",3.7,Marathahalli,"Oriya, Bengali, North Indian, South Indian, Delivery, Dine-out",250
"Navras,Brookefield",3.7,Brookefield,"Beverages, Desserts, Delivery",250
"Aahar Cafe,Marathahalli",3.7,Marathahalli,"South Indian, Delivery, Delivery, Dine-out, Dine-out",100
"Spice Treat,Marathahalli",3.7,Marathahalli,"North Indian, South Indian, Delivery, Dine-out",400
"La Ola,Marathahalli",3.7,Marathahalli,"Fast Food, Chinese, North Indian, Delivery",300
"Minuit 12,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Fast Food, Delivery",350
"Sri Krishnar Sweets,Marathahalli",3.3,Marathahalli,"Street Food, Mithai, Delivery, Desserts",150
"Desi Vibes,Marathahalli",2.9,Marathahalli,"North Indian, Delivery, Dine-out",300
"Spice Root,Marathahalli",3.7,Marathahalli,"Chinese, North Indian, Delivery, Dine-out",400
"Three Side Square,Marathahalli",3.7,Marathahalli,"European, Asian, North Indian, Delivery",400
"Ruchi Restaurant,Marathahalli",3.7,Marathahalli,"Andhra, South Indian, Delivery, Dine-out",600
"Foodizclub,Marathahalli",3.7,Marathahalli,"North Indian, Continental, Mughlai, Andhra, Delivery",400
"Godhavari,Marathahalli",3.3,Marathahalli,"Seafood, Andhra, Delivery, Dine-out",1000
"Fire & Slice,Marathahalli",3.7,Marathahalli,"North Indian, Delivery, Dine-out",400
"Naati Houz,Marathahalli",3.7,Marathahalli,"South Indian, Delivery, Dine-out",300
"Kolkata Famous Kati Rolls,Marathahalli",3.7,Marathahalli,"Fast Food, Rolls, Delivery, Dine-out",100
"Muscat Cafe,Marathahalli",3.7,Marathahalli,"Fast Food, Burger, Delivery, Dine-out",200
"De Purple Cafe,Marathahalli",3.7,Marathahalli,"Fast Food, Beverages, Delivery, Dine-out",300
"Friends Restaurant,Marathahalli",3.7,Marathahalli,"Bengali, North Indian, Delivery, Dine-out",250
"Sonu Ki Sweety Da Dhabha,Marathahalli",3.7,Marathahalli,"North Indian, Delivery, Dine-out",300
"Testy Samosa Center,Marathahalli",3.7,Marathahalli,"Street Food, Delivery",150
"SV Bakery,Marathahalli",3.7,Marathahalli,"Fast Food, Delivery",200
"Ghar Ka Swaad,Marathahalli",3.7,Marathahalli,"North Indian, Delivery",300
"Alankar Restaurant,Marathahalli",3.7,Marathahalli,"South Indian, North Indian, Chinese, Delivery, Dine-out",800
"Paratha Engineer,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Delivery",200
"KFC,Marathahalli",3.9,Marathahalli,"Burger, Fast Food, Delivery, Dine-out",450
"Biryani Mane,Marathahalli",3.6,Marathahalli,"North Indian, Biryani, Delivery, Dine-out",600
"Basmati Bar & Restaurant,Marathahalli",3.8,Marathahalli,"Biryani, Andhra, North Indian, Chinese, Delivery, Dine-out",800
"Crunch Pizzas,Marathahalli",2.8,Marathahalli,"Italian, Pizza, Delivery, Dine-out",600
"Kabab Souq,Thippasandra",3.8,Thippasandra,"North Indian, Chinese, Arabian, BBQ, Middle Eastern, Delivery, Dine-out",400
"Makers of Milkshakes,Marathahalli",4.0,Marathahalli,"Beverages, Delivery, Desserts",300
"UBQ By Barbeque Nation,Marathahalli",3.2,Marathahalli,"North Indian, BBQ, Biryani, Kebab, Delivery",450
"Tiffin Inn's,Marathahalli",3.7,Marathahalli,"South Indian, Delivery, Dine-out",250
"Kritunga Restaurant,Whitefield",3.7,Whitefield,"Andhra, Biryani, North Indian, Chinese, Delivery, Dine-out",650
"Kettle & Kegs,Marathahalli",3.7,Marathahalli,"Tea, Beverages, Delivery",200
"PK Dhaba,Brookefield",3.7,Brookefield,"North Indian, Fast Food, Beverages, Delivery, Dine-out",250
"Artinci Artisanal Ice Cream,Marathahalli",4.2,Marathahalli,"Desserts, Ice Cream, Delivery, Desserts, Delivery, Desserts",300
"Chai Darbaar,Thippasandra",3.8,Thippasandra,"South Indian, Chinese, Kerala, Delivery, Dine-out",250
"Treat Kitchen,Thippasandra",3.8,Thippasandra,"North Indian, Chinese, Seafood, Delivery, Dine-out",400
"Mom's Flavor,Marathahalli",3.7,Marathahalli,"North Indian, Delivery",400
"Wattaballz India,Whitefield",3.7,Whitefield,"Street Food, Delivery",200
"Delhi Special Fast Food,Whitefield",3.7,Whitefield,"Fast Food, Street Food, Delivery",200
"Bon Baker,Whitefield",3.7,Whitefield,"Desserts, Delivery",1000
"Madhuban Restaurant,Marathahalli",3.7,Marathahalli,"Bengali, Continental, Fast Food, North Indian, Seafood, Delivery, Dine-out",500
"New Pepper Pot,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",400
"Sardaar Ka Chulla,Marathahalli",3.7,Marathahalli,"North Indian, Mughlai, Delivery, Dine-out",450
"Meat and Eat,Whitefield",3.7,Whitefield,"Fast Food, Burger, Delivery, Dine-out, Dine-out",500
"Pizza Hut,Marathahalli",2.6,Marathahalli,"Pizza, Fast Food, Delivery, Dine-out",750
"Delite Chaat House,Marathahalli",3.3,Marathahalli,"Street Food, Gujarati, Delivery, Dine-out",300
"Grand Hotel,Old Airport Road",3.6,Old Airport Road,"Hyderabadi, Biryani, Delivery, Dine-out",500
"Sorse,Marathahalli",3.7,Marathahalli,"Bengali, Oriya, Delivery",650
"Thanco's Naturals Ice Cream,Marathahalli",3.6,Marathahalli,"Ice Cream, Desserts, Delivery, Desserts",450
"Jiyan Swadista,Marathahalli",3.4,Marathahalli,"Chinese, Kebab, North Indian, Delivery, Dine-out",300
"Chikki's Cafe,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Mughlai, Delivery, Dine-out",500
"Mums Kitchen,Marathahalli",3.5,Marathahalli,"North Indian, South Indian, Delivery",200
"22S,Marathahalli",3.7,Marathahalli,"North Indian, Mughlai, Biryani, Delivery",500
"Foodishq,Whitefield",3.7,Whitefield,"North Indian, Delivery, Dine-out",450
"SGS Non Veg - Gundu Pulav,Marathahalli",3.1,Marathahalli,"Biryani, Fast Food, Delivery, Dine-out",400
"Petoo,Marathahalli",3.8,Marathahalli,"Biryani, North Indian, Andhra, Delivery, Dine-out",450
"Delhi Delight Food Cafe,Jeevan Bhima Nagar",3.1,Jeevan Bhima Nagar,"Chinese, North Indian, Delivery",200
"Infinity Family Restaurant,Marathahalli",3.6,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",500
"Tandoori Chowk,Marathahalli",3.5,Marathahalli,"North Indian, Chinese, Delivery, Dine-out",400
"Swad Punjabi Dhaba,Thippasandra",3.6,Thippasandra,"North Indian, Delivery, Dine-out",300
"Grow Fit,Marathahalli",3.7,Marathahalli,"Healthy Food, North Indian, Thai, Delivery",500
"Sri Udupi Deluxe,Marathahalli",3.5,Marathahalli,"North Indian, Chinese, South Indian, Fast Food, Delivery, Dine-out",400
"Purani Dehli,Marathahalli",3.7,Marathahalli,"North Indian, Fast Food, Delivery, Dine-out",500
"Delhi Food Factory,Marathahalli",3.7,Marathahalli,"North Indian, Delivery",500
"Chai Darbaar,Marathahalli",3.1,Marathahalli,"North Indian, Chinese, Fast Food, Delivery, Dine-out",300
"Kolkata Spicy Restaurant,Marathahalli",2.8,Marathahalli,"Bengali, Delivery",300
"Slurpy Shakes,Brookefield",3.4,Brookefield,"Beverages, Delivery",300
"Abhiruchi Restaurant,Bellandur",3.5,Bellandur,"Fast Food, Biryani, Chinese, Delivery",400
"Banchharam,Marathahalli",3.8,Marathahalli,"Street Food, Mithai, Desserts",200
"Vishal Sweets & Restaurant,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Oriya, Mithai, Desserts",250
"CakeZone,Marathahalli",4.1,Marathahalli,"Bakery, Desserts, Desserts",500
"Sweet Truth,Marathahalli",4.0,Marathahalli,"Bakery, Desserts, Desserts",500
"Patra Snacks & Sweets,Marathahalli",3.7,Marathahalli,"Mithai, Street Food, Desserts",200
"Baskin Robbins,Marathahalli",3.2,Marathahalli,"Ice Cream, Desserts, Desserts",250
"Kwality Wall's Swirl's,Marathahalli",2.9,Marathahalli,"Ice Cream, Desserts, Desserts",200
"Nandhana Mithai,Marathahalli",3.7,Marathahalli,"Mithai, Desserts, Desserts",500
"Koolkones,Marathahalli",3.7,Marathahalli,"Desserts, Ice Cream, Desserts",150
"Lassi House,Marathahalli",3.1,Marathahalli,"Beverages, Burger, Desserts",300
"Paavani Agencies,Marathahalli",3.7,Marathahalli,"Ice Cream, Desserts",100
"Snow Gola,Marathahalli",3.7,Marathahalli,"Desserts, Desserts",150
"Chocs Cafe,Marathahalli",3.7,Marathahalli,"Fast Food, Desserts, Beverages, Desserts, Dine-out",400
"The Shop of Paanakam,Marathahalli",3.7,Marathahalli,"Beverages, Desserts, Desserts",200
"Cake Dilim,Marathahalli",3.7,Marathahalli,"Bakery, Desserts, Desserts",400
"Pulla Reddy Sweets,Marathahalli",3.5,Marathahalli,"Mithai, Desserts",250
"The Boozy Griffin,Marathahalli",4.8,Marathahalli,"European, Continental, Dine-out, Drinks & nightlife",1800
"Nagarjuna,Marathahalli",4.2,Marathahalli,"Andhra, Biryani, Dine-out",800
"BiereKraft,Marathahalli",4.2,Marathahalli,"Continental, North Indian, Asian, Dine-out, Drinks & nightlife",1600
"TBC- Sky Lounge,Marathahalli",4.4,Marathahalli,"Continental, Asian, Italian, North Indian, Dine-out, Drinks & nightlife",1000
"Nakkshatra,Marathahalli",4.5,Marathahalli,"North Indian, Chinese, Dine-out",900
"Output Bengaluru,Marathahalli",4.5,Marathahalli,"North Indian, Continental, Dine-out",1000
"Saffron - Radisson Blu,Marathahalli",4.5,Marathahalli,"North Indian, Mughlai, Lucknowi, Dine-out",2500
"Dive,Marathahalli",4.3,Marathahalli,"Continental, Finger Food, Dine-out, Drinks & nightlife",1300
"Biriyani Zone,Marathahalli",3.8,Marathahalli,"Biryani, North Indian, Chinese, Seafood, Dine-out",800
"Plan B,Marathahalli",3.9,Marathahalli,"Continental, BBQ, Steak, Dine-out, Drinks & nightlife",1100
"Beijing Bites,Marathahalli",3.9,Marathahalli,"Chinese, Thai, Dine-out",850
"Malties - Radisson Blu,Marathahalli",4.3,Marathahalli,"Continental, Fast Food, Dine-out, Drinks & nightlife",4500
"Le Jardin By Bhagini,Marathahalli",3.9,Marathahalli,"Continental, Thai, North Indian, Chinese, Dine-out",1000
"The Kick-Ass Company Pub & Diner,Marathahalli",3.7,Marathahalli,"Finger Food, Dine-out",800
"Udupi Vaibhav,Marathahalli",4.1,Marathahalli,"Chinese, North Indian, South Indian, Dine-out",400
"Chiller's Nation - Iris Inn,Marathahalli",2.9,Marathahalli,"North Indian, Continental, Italian, Dine-out, Drinks & nightlife",1200
"Pelican,Marathahalli",3.4,Marathahalli,"North Indian, Chinese, Dine-out, Drinks & nightlife",1200
"Curry Chutney,Marathahalli",3.0,Marathahalli,"North Indian, South Indian, Chinese, Dine-out",400
"Mast Biryani - Fresh Indian Kitchen,Marathahalli",3.5,Marathahalli,"Biryani, North Indian, Mughlai, Fast Food, Dine-out",500
"Lemon - The Lounge Bar,Marathahalli",3.1,Marathahalli,"North Indian, Biryani, Chinese, Dine-out",800
"Kofabell,Marathahalli",3.2,Marathahalli,"North Indian, Dine-out",500
"Catch,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, South Indian, Dine-out",350
"Sandy's Kitchen,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Dine-out",500
"Domino's Pizza,Marathahalli",3.9,Marathahalli,"Pizza, Fast Food, Dine-out",400
"Kabab Mirchi,Marathahalli",3.6,Marathahalli,"North Indian, Mughlai, Chinese, Dine-out, Dine-out",350
"Eat Eroo - South China,Marathahalli",3.8,Marathahalli,"South Indian, Chinese, Dine-out",350
"Andhra Ruchulu,Marathahalli",3.4,Marathahalli,"Andhra, Chinese, Dine-out",400
"Madurai Idly Shop,Marathahalli",2.9,Marathahalli,"South Indian, Dine-out",200
"Biriyani & Kabab Corner,Marathahalli",3.7,Marathahalli,"Biryani, North Indian, Chinese, Dine-out",350
"Ashirvad Resturant,Marathahalli",3.2,Marathahalli,"North Indian, Chinese, Dine-out",300
"Sitara Family Restaurant,Marathahalli",3.7,Marathahalli,"North Indian, South Indian, Biryani, Fast Food, Dine-out",300
"Art Of Flavours,Marathahalli",3.7,Marathahalli,"Fast Food, Dine-out",200
"Basaveshwara Khanavali,Marathahalli",3.5,Marathahalli,"South Indian, Dine-out, Dine-out",400
"Madurai Idli Dosa Shop,Marathahalli",3.6,Marathahalli,"South Indian, Dine-out",150
"Bangarpet Chats,Marathahalli",3.7,Marathahalli,"Street Food, Dine-out",150
"Celebration Day,Marathahalli",3.7,Marathahalli,"Bakery, Desserts, Beverages, Dine-out",350
"99Foods,Marathahalli",3.4,Marathahalli,"Biryani, North Indian, Chinese, Kebab, Dine-out",400
"S2S The Village Kitchen,Marathahalli",3.7,Marathahalli,"South Indian, Dine-out",150
"Mumbai Vada Pav,Marathahalli",3.7,Marathahalli,"Maharashtrian, Dine-out",200
"Ambur Royal Biryani,Marathahalli",3.7,Marathahalli,"Biryani, Dine-out",150
"Hotel Mahesh Bhavan,Marathahalli",3.7,Marathahalli,"South Indian, Dine-out",200
"SLV Davangere Benne Dose Hotel,Marathahalli",3.7,Marathahalli,"South Indian, Dine-out",400
"Saro Restaurant,Marathahalli",3.7,Marathahalli,"South Indian, Dine-out",200
"Hotel Jai Jaganath,Marathahalli",3.2,Marathahalli,"Chinese, North Indian, Dine-out",500
"Om Sai Dham Bombay Hotel,Marathahalli",3.6,Marathahalli,"North Indian, Dine-out",200
"Jordan Food Corner,Marathahalli",3.7,Marathahalli,"North Indian, Fast Food, Dine-out",200
"Hotel NLC Grand,Marathahalli",3.7,Marathahalli,"Biryani, South Indian, North Indian, Dine-out",300
"Sukhi's Restaurant,Marathahalli",2.7,Marathahalli,"North Indian, Chinese, Momos, Dine-out",250
"Juice Burger,Marathahalli",3.7,Marathahalli,"Fast Food, Beverages, Dine-out",100
"Cafe MaLaBar,Marathahalli",3.7,Marathahalli,"Kerala, South Indian, Dine-out",150
"Cardamom Pods,Marathahalli",3.7,Marathahalli,"North Indian, Chinese, Dine-out",450
"New Juice It Up,Marathahalli",3.7,Marathahalli,"Juices, Fast Food, Dine-out",200
"Hot Biriyani Center,Marathahalli",3.7,Marathahalli,"Biryani, Kebab, Dine-out",200
"Nukkad Box,Marathahalli",3.7,Marathahalli,"North Indian, Fast Food, Desserts, Beverages, Dine-out",400
"Saras,Marathahalli",3.7,Marathahalli,"South Indian, Dine-out",150
"Swagatam Dakshin Foods,Marathahalli",3.7,Marathahalli,"South Indian, North Indian, Dine-out",500
"Deepak Fast Food,Marathahalli",3.3,Marathahalli,"Fast Food, Dine-out",350
"Basaveshwara Khanavali Rotti House,Marathahalli",3.7,Marathahalli,"North Indian, Dine-out",150
"Curries And Pickles,Marathahalli",3.3,Marathahalli,"Andhra, North Indian, Biryani, Dine-out",350
"Iyer Idly,Thippasandra",4.0,Thippasandra,"South Indian, Dine-out",150
"Sankranthi Veg,Thippasandra",3.1,Thippasandra,"South Indian, North Indian, Chinese, Dine-out",200
"Amrutha Foods,Old Airport Road",3.7,Old Airport Road,"South Indian, Dine-out",300
"Ambur Hot Dum Biryani,Thippasandra",3.0,Thippasandra,"Biryani, Dine-out",200
"Cafe Coffee Day,MG Road",3.0,MG Road,"Cafe, Fast Food, Cafes",900
"Urban Solace - Cafe for the Soul,Ulsoor",3.9,Ulsoor,"Cafe, American, Continental, Steak, Cafes, Delivery, Dine-out",800
"Moto Store & Cafe,Ulsoor",4.2,Ulsoor,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich, Cafes, Delivery, Dine-out",500
"Cafe Secret Alley,Indiranagar",3.9,Indiranagar,"Cafe, Fast Food, Chinese, Delivery",450
"Foreign Cafe,Indiranagar",3.1,Indiranagar,"Continental, Delivery",500
"Gundappa Donne Biryani,Indiranagar",2.6,Indiranagar,"Biryani, Delivery",300
"RS Shiv Sagar,MG Road",4.1,MG Road,"North Indian, Mexican, Continental, Street Food, Dine-out",600
"Pizza Hut,MG Road",3.6,MG Road,"Pizza, Fast Food, Dine-out",750
"Cafe Coffee Day The Lounge,MG Road",3.7,MG Road,"Cafe, Fast Food, Dine-out",900
"Vasudev Adiga's,MG Road",3.8,MG Road,"South Indian, North Indian, Chinese, Street Food, Dine-out",250
"Indira Darshini,Cunningham Road",3.1,Cunningham Road,"South Indian, Chinese, Dine-out",200
"Rahhams,Cunningham Road",2.8,Cunningham Road,"Mughlai, North Indian, Chinese, Dine-out",700
"Chapter One Bar | Maiin,New BEL Road",4.2,New BEL Road,"Continental, Italian, North Indian, Buffet, Dine-out, Drinks & nightlife, Pubs and bars",1400
"Hunan,New BEL Road",4.0,New BEL Road,"Chinese, Thai, Momos, Buffet, Delivery, Dine-out",1100
"My Place - Gokulam Grand Hotel & Spa,New BEL Road",4.2,New BEL Road,"Continental, Asian, South Indian, North Indian, Buffet, Dine-out",1800
"Truffles,New BEL Road",4.7,New BEL Road,"Cafe, American, Burger, Steak, Cafes, Delivery, Desserts, Dine-out",900
"Andy's Cafe,New BEL Road",3.1,New BEL Road,"Cafe, Beverages, Fast Food, Cafes, Delivery",300
"THE BEL ST.,New BEL Road",3.9,New BEL Road,"Cafe, Italian, American, Continental, Cafes, Delivery, Dine-out",1100
"Chaiywaala Da Dhaba,New BEL Road",3.7,New BEL Road,"Cafe, Tea, Cafes, Delivery, Dine-out",250
"Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,New BEL Road",3.3,New BEL Road,"Cafe, Bakery, Cafes, Desserts, Dine-out",400
"Brewbakes,New BEL Road",3.3,New BEL Road,"Cafe, Pizza, Italian, Sandwich, Cafes, Dine-out",450
"Pooja Restro,New BEL Road",3.7,New BEL Road,"Cafe, Cafes, Dine-out",150
"H&W Cafe,New BEL Road",3.7,New BEL Road,"Cafe, Healthy Food, Beverages, Cafes",500
"Cafe Gazala,New BEL Road",3.7,New BEL Road,"Cafe, Cafes, Dine-out",150
"Paradise,New BEL Road",4.0,New BEL Road,"Biryani, North Indian, Kebab, Delivery, Dine-out",800
"Delhi Mess,New BEL Road",4.1,New BEL Road,"North Indian, Chinese, Delivery, Dine-out",300
"Mughlai Azam,New BEL Road",4.0,New BEL Road,"Mughlai, Biryani, North Indian, Delivery, Dine-out",1400
"Beijing Bites,New BEL Road",3.8,New BEL Road,"Chinese, Thai, Delivery, Dine-out",850
"Akshaya Deluxe,New BEL Road",4.0,New BEL Road,"North Indian, Chinese, Seafood, Biryani, Delivery, Dine-out",500
"Wow Momo,New BEL Road",3.7,New BEL Road,"Tibetan, Momos, Delivery",400
"Pizza Hut,New BEL Road",3.6,New BEL Road,"Pizza, Fast Food, Delivery, Dine-out",750
"KFC,New BEL Road",3.9,New BEL Road,"Burger, Fast Food, Delivery, Dine-out",400
"Biriyani Hub,New BEL Road",3.0,New BEL Road,"Fast Food, Biryani, Seafood, South Indian, Delivery",400
"Shri Udupi Cafe,New BEL Road",3.9,New BEL Road,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages, Delivery, Dine-out",300
"Chicken County,New BEL Road",3.2,New BEL Road,"Chinese, North Indian, Delivery, Dine-out",400
"Shanthi Sagar,New BEL Road",3.9,New BEL Road,"South Indian, Chinese, North Indian, Delivery",300
"Wat-a-Biryani,New BEL Road",3.7,New BEL Road,"Biryani, Delivery",500
"Polar Bear,New BEL Road",4.1,New BEL Road,"Desserts, Ice Cream, Beverages, Sandwich, Delivery, Desserts, Dine-out",400
"New Prashanth Hotel,New BEL Road",3.1,New BEL Road,"South Indian, Biryani, Chinese, North Indian, Delivery, Dine-out",750
"Delhi Food Factory,New BEL Road",3.7,New BEL Road,"North Indian, Delivery",500
"Food Singh,New BEL Road",3.7,New BEL Road,"North Indian, Delivery",500
"Aditya Delights,New BEL Road",3.7,New BEL Road,"Chinese, North Indian, Mangalorean, Delivery, Dine-out",300
"The Hundred Food Journey,New BEL Road",3.8,New BEL Road,"Continental, Italian, Delivery, Dine-out",1100
"New Curries & Spice Restaurant,New BEL Road",2.9,New BEL Road,"South Indian, Delivery, Dine-out",200
"Mad Over Fries,New BEL Road",3.4,New BEL Road,"Fast Food, Beverages, Delivery",350
"Goli Vada Pav No. 1,New BEL Road",3.7,New BEL Road,"Street Food, Delivery, Dine-out",200
"The Purple Pan,New BEL Road",3.5,New BEL Road,"North Indian, Chinese, Delivery",550
"Tawa Tandoor,New BEL Road",3.9,New BEL Road,"North Indian, Chinese, Delivery, Dine-out",700
"Ibaco,New BEL Road",3.9,New BEL Road,"Desserts, Delivery, Desserts",300
"KA 12 - Flavour Of Coorg,New BEL Road",4.0,New BEL Road,"South Indian, Delivery, Dine-out",300
"Chawla's 2 Online.com,New BEL Road",3.7,New BEL Road,"North Indian, Delivery",800
"A2B - Adyar Ananda Bhavan,New BEL Road",3.0,New BEL Road,"South Indian, North Indian, Chinese, Street Food, Fast Food, Delivery, Dine-out",400
"Flavours Inn,New BEL Road",3.7,New BEL Road,"Kerala, North Indian, Chinese, Delivery, Dine-out",500
