name,rate,location,cuisines,cost_for_two
"Shalimar,Indiranagar",4.0,Indiranagar,"North Indian, Chinese, Seafood, Delivery, Dine-out",700
"Indira Darshini,Frazer Town",3.6,Frazer Town,"South Indian, Chinese, Delivery, Delivery, Dine-out",200
"Aagaman Veg,Indiranagar",4.0,Indiranagar,"North Indian, Chinese, South Indian, Delivery, Buffet, Dine-out",900
"Salt Mango Tree,Indiranagar",4.1,Indiranagar,"Kerala, Delivery, Desserts, Dine-out, Delivery, Desserts, Dine-out",800
"The Rice Bowl,Lavelle Road",4.3,Lavelle Road,"Chinese, Momos, Delivery, Dine-out, Pubs and bars, Drinks & nightlife",1300
"South Inn,Frazer Town",3.1,Frazer Town,"South Indian, Delivery, Dine-out",150
"Pathy's Kitchen,Indiranagar",3.5,Indiranagar,"Andhra, Delivery, Dine-out",500
"Happy Fillings,Ulsoor",3.4,Ulsoor,"Chinese, Delivery",300
"Rotti Mane,Domlur",3.4,Domlur,"South Indian, Delivery",200
"Shezan,Cunningham Road",4.1,Cunningham Road,"Chinese, Continental, North Indian, Mughlai, Steak, Delivery, Dine-out, Delivery, Dine-out",600
"Omleterian,Ulsoor",3.7,Ulsoor,"American, Continental, Delivery",200
"Oye Amritsar,Church Street",4.1,Church Street,"North Indian, Delivery, Dine-out, Delivery, Dine-out",1000
"Croons,Brigade Road",3.8,Brigade Road,"Desserts, Delivery, Desserts",350
"MiniMelts,Brigade Road",3.9,Brigade Road,"Ice Cream, Desserts, Delivery, Desserts, Delivery, Desserts",200
"Tandoor,MG Road",3.9,MG Road,"North Indian, Delivery, Dine-out",2100
"Rolls Corner,Brigade Road",3.7,Brigade Road,"Chinese, Fast Food, Delivery, Dine-out",300
"Feast India Co.,Cunningham Road",4.2,Cunningham Road,"Awadhi, Bengali, North Indian, Delivery, Dine-out",1500
"Hotel Green Tara,Brigade Road",3.9,Brigade Road,"Chinese, Tibetan, Momos, Delivery, Dine-out",500
"Oven Lovin',Brigade Road",3.7,Brigade Road,"Desserts, Bakery, Delivery, Desserts",300
"The Biere Club,Lavelle Road",4.3,Lavelle Road,"Continental, BBQ, Finger Food, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1700
"Amber Rush Express,Residency Road",3.7,Residency Road,"Italian, Continental, Chinese, Delivery",600
"Bangalore Mandarin,Indiranagar",4.2,Indiranagar,"Chinese, Seafood, Delivery, Dine-out",1100
"Rolls On Wheels,Brigade Road",3.5,Brigade Road,"Fast Food, Rolls, Momos, Delivery, Dine-out",300
"Mahesh Lunch Home,Residency Road",4.1,Residency Road,"Seafood, Mangalorean, North Indian, Chinese, Delivery, Dine-out",1400
"Bheema's,Church Street",4.0,Church Street,"Andhra, Delivery, Dine-out",650
"Mount Blue,Brigade Road",3.7,Brigade Road,"Bakery, Fast Food, Delivery, Desserts",300
"Hatti Punjab Di,Brigade Road",3.4,Brigade Road,"North Indian, Delivery, Delivery, Dine-out, Dine-out",450
"Brigade Paradise Hotel,Brigade Road",3.7,Brigade Road,"Chinese, Fast Food, Rolls, Delivery, Dine-out",400
"Juice Magic,Brigade Road",3.7,Brigade Road,"Juices, Beverages, Delivery",100
"Dine In,Brigade Road",3.6,Brigade Road,"Kerala, South Indian, North Indian, Chinese, Delivery, Dine-out, Delivery, Dine-out",400
"Chung Wah,Residency Road",4.0,Residency Road,"Chinese, Thai, Momos, Vietnamese, Delivery, Dine-out",1000
"Mad Over Biryani,Church Street",2.9,Church Street,"Biryani, North Indian, Delivery, Delivery",600
"Danny Lambas Punjabi Dhaba,Indiranagar",3.5,Indiranagar,"North Indian, Chinese, Biryani, Delivery, Dine-out",600
"Shiv Sager,Brigade Road",3.0,Brigade Road,"South Indian, North Indian, Chinese, Delivery, Dine-out",200
"Bombay Kulfi,Brigade Road",3.7,Brigade Road,"Desserts, Ice Cream, Delivery, Desserts",150
"The Charcoal Factory,Koramangala 6th Block",4.1,Koramangala 6th Block,"Burger, Pizza, Momos, Delivery",600
"Chung's Chinese Corner,Cunningham Road",3.3,Cunningham Road,"Chinese, Delivery, Dine-out, Delivery, Dine-out, Delivery, Dine-out",700
"Kenny's Restaurant,Frazer Town",3.6,Frazer Town,"Chinese, North Indian, Delivery, Dine-out",450
"Wat-a-Biryani,Frazer Town",3.7,Frazer Town,"Biryani, Delivery",500
"Fat Buddha,Cunningham Road",4.0,Cunningham Road,"Chinese, Thai, Delivery, Dine-out",1000
"Instant Noodle Doodle,Frazer Town",3.7,Frazer Town,"Fast Food, Delivery",200
"Teppan Japanese Grill & Sushi Bar,Ulsoor",4.3,Ulsoor,"Japanese, Delivery, Dine-out",2000
"New Prashanth Hotel,Majestic",3.7,Majestic,"South Indian, Biryani, Chinese, North Indian, Delivery, Dine-out",750
"Midnight Eats,Frazer Town",3.0,Frazer Town,"North Indian, Chinese, Delivery, Delivery",500
"The Only Place,Church Street",4.2,Church Street,"Italian, American, Steak, Continental, BBQ, Salad, Delivery, Dine-out",1000
"Anupam's Coast II Coast,Church Street",4.1,Church Street,"Seafood, Mangalorean, North Indian, Chinese, Delivery, Dine-out, Delivery, Dine-out",1400
"BabaYaga's,Indiranagar",4.1,Indiranagar,"American, Finger Food, Delivery, Dine-out, Pubs and bars, Delivery, Dine-out, Pubs and bars",1500
"Goodness! Beverages,Residency Road",3.7,Residency Road,"Beverages, Delivery",250
"Venkateshwara Foods,Residency Road",3.0,Residency Road,"Street Food, South Indian, Delivery",400
"Ramana's,Cunningham Road",4.0,Cunningham Road,"North Indian, Chinese, Healthy Food, Delivery, Dine-out",850
"BIB-Breakfast In The Box,Ulsoor",3.7,Ulsoor,"American, Continental, Delivery, Dine-out",600
"McLeans Italian Pizzeria,Ejipura",3.4,Ejipura,"American, Pizza, Delivery",500
"Hotel Tom's Restaurant,Richmond Road",4.4,Richmond Road,"Mangalorean, Seafood, Chinese, North Indian, Delivery, Dine-out",1000
"The Bong,Frazer Town",3.1,Frazer Town,"Bengali, North Indian, Delivery, Dine-out",300
"Hit And Run,Ulsoor",3.7,Ulsoor,"Tibetan, Chinese, Delivery",300
"Delhi Food Factory,Frazer Town",3.7,Frazer Town,"North Indian, Delivery",500
"Fujan,Frazer Town",3.6,Frazer Town,"Chinese, Thai, Seafood, Delivery, Dine-out, Delivery",600
"Raaga,Indiranagar",3.8,Indiranagar,"North Indian, Chinese, Continental, Delivery, Buffet, Dine-out",1200
"The Food Dude,Koramangala 6th Block",4.0,Koramangala 6th Block,"Fast Food, Burger, Sandwich, Pizza, Delivery, Delivery",300
"Lazio Steaks & More,Frazer Town",3.9,Frazer Town,"Continental, Chinese, Steak, Delivery, Dine-out, Delivery",1000
"The Humming Tree,Indiranagar",4.0,Indiranagar,"Fast Food, European, Delivery, Delivery, Drinks & nightlife, Delivery, Dine-out, Drinks & nightlife",1400
"Woodstok,Indiranagar",4.1,Indiranagar,"Continental, Italian, Steak, American, Delivery",1400
"ASEAN - On The Edge,MG Road",4.4,MG Road,"Asian, Thai, Delivery, Dine-out, Delivery, Dine-out",1800
"Chung Shan Chinese Restaurant,Ejipura",3.7,Ejipura,"Chinese, Momos, Delivery, Dine-out",500
"Monsoon Express,MG Road",3.4,MG Road,"Continental, Thai, North Indian, Delivery",1600
"Friends Night Kitchen,Koramangala 6th Block",3.8,Koramangala 6th Block,"Italian, Pizza, Delivery",400
"Navab's,Frazer Town",3.6,Frazer Town,"Mughlai, Delivery",600
"Marathi Biriyani House,Frazer Town",3.3,Frazer Town,"South Indian, Biryani, Delivery",300
"Retro Lounge Bar,Ulsoor",3.8,Ulsoor,"North Indian, Chinese, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1400
"Kick Out the Jams,Ejipura",4.0,Ejipura,"Burger, American, Italian, Delivery",350
"Xian,Ulsoor",3.8,Ulsoor,"Chinese, Thai, Delivery, Dine-out, Delivery",800
"Kulfi Point,Indiranagar",3.4,Indiranagar,"Desserts, Delivery, Desserts",150
"8 Slice,Koramangala 6th Block",3.7,Koramangala 6th Block,"Pizza, Delivery",600
"Five Senses,Ulsoor",3.7,Ulsoor,"Continental, North Indian, Fast Food, Delivery, Delivery",500
"New Kudla Family Resturant,MG Road",3.2,MG Road,"North Indian, Chinese, Delivery, Dine-out",450
"Mummy Dhaba,Ulsoor",3.2,Ulsoor,"North Indian, Delivery, Dine-out, Delivery, Dine-out",300
"Rajeev Bakery & Juice,Richmond Road",3.7,Richmond Road,"Fast Food, Desserts, Bakery, Delivery, Desserts",150
"Benjarong,Ulsoor",4.2,Ulsoor,"Thai, Asian, Delivery, Dine-out, Delivery, Dine-out",1800
"Ente Keralam,Ulsoor",4.0,Ulsoor,"Kerala, Seafood, Delivery, Dine-out",1300
"Nagarjuna,Residency Road",4.3,Residency Road,"Andhra, Biryani, Delivery, Dine-out",800
"Sunny's,Lavelle Road",4.1,Lavelle Road,"European, Italian, Seafood, Continental, Delivery, Dine-out, Pubs and bars, Drinks & nightlife",2100
"Little Chef,Richmond Road",4.0,Richmond Road,"Chinese, Delivery, Dine-out",550
"Tandoori Platter,Residency Road",3.7,Residency Road,"North Indian, Delivery, Dine-out",450
"Nagashree's,Shanti Nagar",2.9,Shanti Nagar,"South Indian, North Indian, Fast Food, Delivery, Dine-out",550
"Express Food Delivery,Ulsoor",2.8,Ulsoor,"North Indian, Chinese, Delivery",500
"AcciaRolee,Indiranagar",3.7,Indiranagar,"Healthy Food, Delivery",500
"Gowdara Naati Mane,Residency Road",3.4,Residency Road,"South Indian, Biryani, Mangalorean, Delivery, Delivery, Dine-out, Dine-out",500
"InBento,Shanti Nagar",3.7,Shanti Nagar,"Japanese, Delivery",900
"Bangalore Biriyani,Shanti Nagar",3.7,Shanti Nagar,"Biryani, Kebab, Delivery",250
"Toledo Home Cafe,Frazer Town",3.7,Frazer Town,"Biryani, Delivery",400
"Kamat's Palate Korner,Richmond Road",4.1,Richmond Road,"North Indian, Chinese, Delivery, Dine-out",600
"Bhagini Icon Boutique Hotel,Indiranagar",3.1,Indiranagar,"South Indian, North Indian, Continental, Delivery, Dine-out, Delivery",600
"Armani Kabab Centre,Richmond Road",3.7,Richmond Road,"North Indian, Fast Food, Delivery, Dine-out",300
"R.K Caterers,Frazer Town",3.7,Frazer Town,"North Indian, Delivery, Dine-out",350
"Kaulige Millet Corner,Brigade Road",4.0,Brigade Road,"Healthy Food, South Indian, Delivery, Dine-out",300
"The Chola,Frazer Town",3.7,Frazer Town,"Biryani, Chinese, Fast Food, Kebab, Delivery",200
"Ice & Spice,Frazer Town",3.0,Frazer Town,"Continental, Pizza, Fast Food, Delivery",650
"Homemade Food,Indiranagar",3.8,Indiranagar,"South Indian, Delivery",200
"In Wok,Richmond Road",3.6,Richmond Road,"Chinese, Delivery, Dine-out",500
"Allana Kabab,Richmond Road",3.3,Richmond Road,"North Indian, Delivery, Dine-out",200
"Home Treat,Brigade Road",3.1,Brigade Road,"North Indian, Delivery, Dine-out",150
"Vasavi Bangarpet Chats,Shivajinagar",3.7,Shivajinagar,"Street Food, Delivery",150
"Best Tea Cafe,Frazer Town",3.7,Frazer Town,"Cafe, Delivery, Cafes, Dine-out",400
"Manjit Da Dhaba,Frazer Town",4.3,Frazer Town,"North Indian, Delivery, Dine-out",300
"Halli Mane,Majestic",3.2,Majestic,"South Indian, Delivery, Dine-out",300
"Taj Hotel,Shivajinagar",3.7,Shivajinagar,"North Indian, Chinese, Delivery, Dine-out, Delivery, Dine-out",550
"Foody's,Shanti Nagar",3.8,Shanti Nagar,"North Indian, South Indian, Delivery, Dine-out",250
"Masala Oota,Residency Road",3.6,Residency Road,"South Indian, Biryani, Delivery, Dine-out",500
"Kadai Crust - Amma Veetu Samayal,Indiranagar",3.8,Indiranagar,"Chettinad, South Indian, Biryani, Delivery",700
"Juice Shop,Brigade Road",3.3,Brigade Road,"Street Food, Beverages, Delivery, Dine-out",200
"Fava,Lavelle Road",4.4,Lavelle Road,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1200
"Copacabana Pub,Ulsoor",3.7,Ulsoor,"Mexican, North Indian, Continental, Delivery, Dine-out, Drinks & nightlife, Pubs and bars, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1500
"Amber Rush Restobar,Residency Road",4.1,Residency Road,"Continental, Chinese, Fast Food, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1000
"Bootlegger,Lavelle Road",4.1,Lavelle Road,"Continental, Steak, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1200
"Ambur Biryani,Frazer Town",3.7,Frazer Town,"Biryani, Kebab, Delivery, Dine-out",300
"Sri Ayodhya Veg,Vasanth Nagar",3.6,Vasanth Nagar,"South Indian, North Indian, Chinese, Delivery, Dine-out",300
"Hotel Fine,Vasanth Nagar",3.5,Vasanth Nagar,"North Indian, Chinese, Delivery, Dine-out",450
"Banashankri Donne Biriyani,Ulsoor",3.7,Ulsoor,"Biryani, Fast Food, Delivery, Dine-out",300
"Hyderabad Biryaani House,Richmond Road",4.3,Richmond Road,"Biryani, North Indian, Chinese, Delivery, Dine-out, Delivery, Dine-out, Delivery, Dine-out",550
"The Bangalore Cafe,Shanti Nagar",4.1,Shanti Nagar,"Modern Indian, North Indian, Pizza, Continental, Beverages, Delivery, Desserts, Dine-out, Desserts, Dine-out, Delivery",800
"Sakae Japanese Restaurant,Shanti Nagar",4.3,Shanti Nagar,"Japanese, Delivery, Dine-out",1400
"Green Onion,Residency Road",4.3,Residency Road,"Chinese, Delivery, Dine-out",550
"Art of Delight,Residency Road",4.4,Residency Road,"Ice Cream, Desserts, Beverages, Delivery, Desserts",400
"Khazana Food Paradise,Richmond Road",4.1,Richmond Road,"North Indian, Biryani, Delivery, Dine-out, Delivery, Dine-out",400
"Mandarin Box,Church Street",3.9,Church Street,"Chinese, Delivery, Dine-out, Delivery, Dine-out",500
"Pashto,Residency Road",4.1,Residency Road,"North Indian, Mughlai, Afghan, Delivery, Dine-out",800
"Somilan Steak House,Church Street",4.3,Church Street,"North Eastern, Asian, Naga, Steak, Momos, Delivery, Dine-out",800
"IceBreakers,Church Street",4.3,Church Street,"Desserts, Ice Cream, Delivery, Desserts, Delivery, Desserts",400
"Konark Vegetarian Restaurant,Lavelle Road",3.9,Lavelle Road,"North Indian, Chinese, Continental, South Indian, Delivery, Dine-out",600
"The Biryani Paradise,Richmond Road",3.8,Richmond Road,"Biryani, South Indian, Delivery, Dine-out",350
"Stars 'N' Stripes,MG Road",2.7,MG Road,"North Indian, Chinese, Fast Food, Delivery, Dine-out",500
"Juicemaker,Cunningham Road",3.8,Cunningham Road,"Beverages, Fast Food, Delivery",400
"New Prashanth Naati Style,Cunningham Road",3.8,Cunningham Road,"South Indian, Biryani, Delivery, Dine-out",400
"California Burrito,Cunningham Road",4.0,Cunningham Road,"Mexican, Fast Food, Delivery, Dine-out",400
"Mel's Korner,Church Street",3.8,Church Street,"Fast Food, Delivery, Dine-out, Delivery, Dine-out",500
"Iyengars' Bakery,Richmond Road",3.4,Richmond Road,"Bakery, Delivery, Desserts, Delivery, Desserts",200
"Mojo Pizza - 2X Toppings,Residency Road",4.3,Residency Road,"Pizza, Delivery, Delivery",600
"Pop'z Kitchen,Lavelle Road",3.7,Lavelle Road,"Bakery, Delivery, Desserts",250
"New Udupi Upahar,Richmond Road",3.7,Richmond Road,"South Indian, North Indian, Chinese, Delivery, Dine-out, Delivery, Dine-out, Delivery, Dine-out",300
"Chocolate Junction,Ulsoor",3.8,Ulsoor,"Desserts, Delivery, Desserts",200
"Aishwarya Uphar,Ulsoor",3.7,Ulsoor,"South Indian, North Indian, Delivery, Dine-out",150
"Ultra Biriyani Paradise,Shanti Nagar",3.3,Shanti Nagar,"Biryani, Delivery, Dine-out",300
"Khally Wally,MG Road",3.7,MG Road,"Biryani, Kebab, Delivery, Dine-out",250
"Stir Fry,Residency Road",4.0,Residency Road,"Chinese, Momos, Delivery, Dine-out",500
"New Arya Bhavan,MG Road",3.1,MG Road,"Street Food, Beverages, North Indian, Delivery, Dine-out",300
"AM Biryani Junction,Richmond Road",3.7,Richmond Road,"North Indian, Chinese, Biryani, Delivery, Dine-out",300
"Kabab and Biryani Centre,Richmond Road",3.7,Richmond Road,"North Indian, Fast Food, Delivery, Dine-out",300
"Chocolate Philosophy,MG Road",3.7,MG Road,"Desserts, Delivery, Desserts",500
"Sandhya Sagar,Shanti Nagar",3.7,Shanti Nagar,"North Indian, Chinese, South Indian, Delivery, Dine-out",300
"Aruba's Lucknow Sheermal House,Frazer Town",3.7,Frazer Town,"Lucknowi, Kebab, Rolls, Delivery",400
"Cake My Day,Lavelle Road",3.7,Lavelle Road,"Desserts, Delivery, Desserts",450
"Shilpa Vegetarian Restaurant,Shivajinagar",3.7,Shivajinagar,"South Indian, North Indian, Chinese, Delivery, Dine-out",350
"Pappu BC,Shivajinagar",3.7,Shivajinagar,"North Indian, Biryani, Delivery, Dine-out",300
"Chaat Chatore,MG Road",3.7,MG Road,"Fast Food, Street Food, Delivery, Dine-out",150
"AAlvina Restaurant,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"North Indian, South Indian, Chinese, Delivery, Dine-out",400
"Mughals Restaurant,Shivajinagar",3.2,Shivajinagar,"Mughlai, North Indian, Chinese, Biryani, Seafood, Delivery, Dine-out, Delivery, Dine-out",550
"Sri Krishna Foodline,Ulsoor",3.3,Ulsoor,"North Indian, Delivery, Dine-out",100
"Indy's Comfort Food,Shivajinagar",4.1,Shivajinagar,"North Indian, Beverages, Fast Food, Delivery, Dine-out",300
"Ambur Hot Dum Biriyani,Shivajinagar",3.7,Shivajinagar,"Biryani, Delivery, Dine-out",250
"Sri Sai Sagar Food,MG Road",3.7,MG Road,"Street Food, Fast Food, North Indian, Delivery, Dine-out",300
"La Mirch,Ulsoor",3.7,Ulsoor,"North Indian, Kashmiri, Delivery",400
"FixMyNutrition,Richmond Road",3.7,Richmond Road,"Salad, Asian, Continental, Healthy Food, Delivery, Desserts",500
"The Nourished Kitchen,BTM",3.7,BTM,"Asian, Continental, Healthy Food, Delivery",400
"Night Kitchen,Shivajinagar",3.7,Shivajinagar,"North Indian, Fast Food, Chinese, Delivery, Dine-out",600
"Lazeez Khana,Shivajinagar",3.7,Shivajinagar,"Arabian, North Indian, Fast Food, Delivery",300
"21 Corner Haus Cafe,Shanti Nagar",3.7,Shanti Nagar,"North Indian, Chinese, Biryani, Delivery, Dine-out",300
"The Taste Adda,Ulsoor",3.7,Ulsoor,"North Indian, Fast Food, Beverages, Delivery, Dine-out, Delivery, Dine-out",200
"Tasty Treats,MG Road",3.7,MG Road,"South Indian, Chinese, Fast Food, Delivery",350
"Agnihotri Cuisines,MG Road",3.7,MG Road,"Chinese, North Indian, Fast Food, Delivery",500
"Chaithanya Andhra Style Family Restaurant,Cunningham Road",3.2,Cunningham Road,"Andhra, North Indian, Chinese, Delivery, Dine-out",600
"The Sugar Therapy,Richmond Road",3.8,Richmond Road,"Desserts, Bakery, Delivery, Desserts",500
"Al Sadique Restaurant,Frazer Town",3.5,Frazer Town,"Mughlai, North Indian, Street Food, Delivery, Dine-out, Delivery, Dine-out",350
"Shake N Snack,Shanti Nagar",3.6,Shanti Nagar,"Beverages, Fast Food, Delivery",200
"Backyard,Richmond Road",3.7,Richmond Road,"Continental, South Indian, Fast Food, Delivery",400
"Magic Biryani,Richmond Road",3.7,Richmond Road,"Biryani, Kebab, Delivery, Dine-out",150
"RR Catering,MG Road",3.4,MG Road,"North Indian, Chinese, Biryani, Delivery, Dine-out",350
"Belgian Waffle,Residency Road",3.7,Residency Road,"Desserts, Delivery, Desserts",250
"Ambur Hot Dum Biryani,Shanti Nagar",3.1,Shanti Nagar,"Biryani, Kebab, Delivery, Dine-out",250
"Jerome Coffee & Food court,MG Road",3.7,MG Road,"South Indian, Street Food, Delivery",150
"Kanis Kitchen,Shivajinagar",3.6,Shivajinagar,"South Indian, Delivery, Dine-out",250
"Bhaiyajees,Richmond Road",3.7,Richmond Road,"North Indian, South Indian, Delivery",300
"Le Cheri,Shanti Nagar",3.8,Shanti Nagar,"Bakery, Desserts, Delivery, Desserts",350
"The Donut Baker,Ulsoor",3.0,Ulsoor,"Desserts, Delivery, Desserts",150
"Cake of the Day,Majestic",3.5,Majestic,"Bakery, Delivery, Desserts",150
"Bhaiya Ji Food Court,Ulsoor",3.0,Ulsoor,"North Indian, Street Food, Delivery, Dine-out",150
"Chinese Corner,Church Street",3.7,Church Street,"Chinese, Delivery",200
"Zaiqa,Richmond Road",3.4,Richmond Road,"North Indian, Chinese, Delivery, Dine-out",350
"Rescafe,Residency Road",3.8,Residency Road,"Beverages, Delivery, Dine-out",100
"Bhaiyaji Food Court,MG Road",3.4,MG Road,"North Indian, Mithai, Delivery, Desserts, Dine-out",300
"Tandoor Da Funda,MG Road",3.6,MG Road,"North Indian, Delivery, Dine-out",350
"Food Court,Richmond Road",3.7,Richmond Road,"Fast Food, Delivery, Dine-out, Delivery, Dine-out",100
"Rabiya Caterers,Shanti Nagar",3.7,Shanti Nagar,"Mughlai, Delivery",600
"Cake Couture,Shivajinagar",3.7,Shivajinagar,"Bakery, Desserts, Delivery",350
"Adithya Tiffin Centre,Shanti Nagar",3.7,Shanti Nagar,"North Indian, Delivery",200
"Jhonsons Happy Kitchen,Richmond Road",3.7,Richmond Road,"South Indian, Chinese, Delivery",300
"Hunger House 32,Ejipura",3.7,Ejipura,"North Indian, Chinese, Delivery",300
"Batter Splatter,Lavelle Road",3.3,Lavelle Road,"Bakery, Delivery, Desserts",350
"Vasudev Adiga's,Church Street",3.0,Church Street,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out, Dine-out",250
"Skyline Family Restaurant,Shanti Nagar",3.4,Shanti Nagar,"North Indian, Chinese, Seafood, Mangalorean, Delivery, Dine-out, Delivery, Dine-out",550
"Casa Express,Residency Road",2.6,Residency Road,"Chinese, Italian, Delivery, Dine-out",400
"The French Loaf,Frazer Town",2.8,Frazer Town,"Bakery, Desserts, Delivery, Dine-out, Desserts",300
"Shiv Sagar,MG Road",3.7,MG Road,"South Indian, North Indian, Chinese, Delivery, Dine-out",800
"LocalHost,Whitefield",3.7,Whitefield,"Fast Food, Street Food, Beverages, Delivery, Delivery",100
